company_id,type,rule_id,text,confidence_pct
INDUSINDBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
INDUSINDBK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
INFY,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
INFY,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IOC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
IRCTC,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRFC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
IRFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
IRFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ITC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ITC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
JINDALSTEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
JINDALSTEL,pro,PRO-FALLBACK,Company maintains a stable operating profile without major red flags in the reviewed metrics,61
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
JIOFIN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
JIOFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JSWENERGY,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JSWENERGY,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
JSWSTEEL,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
KOTAKBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LICI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LICI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LICI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
LICI,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
LODHA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
MARUTI,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MOTHERSON,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NAUKRI,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NESTLEIND,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
NHPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NTPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ONGC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
PFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
PIDILITIND,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
PNB,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
POWERGRID,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
RECLTD,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
RELIANCE,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RELIANCE,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SBILIFE,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
SBILIFE,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
SBIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SBIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SBIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SBIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHREECEM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHREECEM,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
SHRIRAMFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SIEMENS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SIEMENS,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATAMOTORS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
TATAMOTORS,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATAPOWER,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TCS,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TECHM,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TRENT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,80
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TRENT,con,CON-FALLBACK,"As a well-regarded company, valuation may already reflect much of the known positive outlook, limiting further re-rating upside",61
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,con,CON-01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,80
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
TVSMOTOR,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
